0,1,2,3
Robles Alvaro,Groth Jonathan,0:3,1:4
Lebrun Alexis,Chuang Chih-Yuan,1:3,0:2
Wang Yang,Xu Haidong,3:1,2:0
Zhou Qihao,Chuang Chih-Yuan,2:3,2:1
Persson Jon,Liang Yanning,0:3,0:1
Gauzy Simon,Apolonia Tiago,2:3,1:4
Meng Fanbo,Persson Jon,2:3,0:1
Jang Woojin,Jha Kanak,4:2,2:0
Duda Benedikt,Niwa Koki,3:2,2:1
Chuang Chih-Yuan,Liang Yanning,2:4,0:1
Liang Yanning,Franziska Patrick,3:2,1:0
Jang Woojin,Liang Yanning,4:3,1:1
Alamiyan Noshad,Jang Woojin,1:3,0:2
Jorgic Darko,Yan Sheng,3:0,1:0
Belrose Ocean,Pepa Inoke,3:0,1:0
Dey Jeremy,Carlot Brendan,3:0,1:0
Belrose Ocean,Dey Jeremy,3:0,4:0
Pepa Inoke,Carlot Brendan,3:2,1:0
Belrose Ocean,Carlot Brendan,3:0,1:0
Dey Jeremy,Pepa Inoke,3:0,1:0
Lee Yonghun,Loi David,2:0,1:0
Dixon Xavier,Chauhan Jai,3:0,1:0
Lum Nicholas,Kariko Jackson,3:0,1:0
Dela Pena Alfred,Perrot Adrien,3:0,1:0
Luu Finn,Nuopula Gary,3:0,1:0
Shu Dean,Lafortune Heimanarii,3:0,1:0
Soh Adrian,Kouto Selwyn,3:0,2:0
Amor Kelsey,Shing Daiki,3:0,1:0
Lum Nicholas,Zhang Bei Yan,3:0,1:0
Wu Vicky,Kau-Tai Teikimeiteaki,1:3,0:1
Loi Geoffrey,Cocker Salesi,3:0,1:0
Lulu Ham,Yee Joshua,3:1,1:0
Lee Yonghun,Soh Adrian,3:0,1:0
Dixon Xavier,Amor Kelsey,3:0,1:0
Zhang Bei Yan,Kariko Jackson,3:0,1:0
Dela Pena Alfred,Wu Vicky,3:0,1:0
Luu Finn,Loi Geoffrey,3:0,1:0
Shu Dean,Lulu Ham,3:0,2:0
Loi David,Kouto Selwyn,3:0,1:0
Chauhan Jai,Shing Daiki,3:0,1:0
Yan Xin,Carnet Bydhir,3:0,2:0
Perrot Adrien,Kau-Tai Teikimeiteaki,3:2,1:0
Nuopula Gary,Cocker Salesi,3:0,1:0
Lafortune Heimanarii,Yee Joshua,3:1,1:0
Lee Yonghun,Kouto Selwyn,3:0,1:0
Dixon Xavier,Shing Daiki,3:0,1:0
Yan Xin,Sepa Gasika,3:0,1:0
Dela Pena Alfred,Kau-Tai Teikimeiteaki,3:1,1:0
Luu Finn,Cocker Salesi,3:1,1:0
Shu Dean,Yee Joshua,3:0,1:0
Soh Adrian,Loi David,3:0,1:0
Wu Vicky,Belrose Ocean,1:4,0:1
Amor Kelsey,Chauhan Jai,3:0,1:0
Sepa Gasika,Carnet Bydhir,0:3,0:1
Wu Vicky,Perrot Adrien,3:0,2:0
Loi Geoffrey,Nuopula Gary,3:0,2:0
Lulu Ham,Lafortune Heimanarii,1:3,0:1
Lum Nicholas,Amor Kelsey,4:0,1:0
Luu Finn,Soh Adrian,4:0,2:0
Carnet Bydhir,Shu Dean,0:4,0:3
Lafortune Heimanarii,Yan Xin,0:4,0:1
Lee Yonghun,Loi Geoffrey,4:1,1:0
Zhang Bei Yan,Dixon Xavier,0:4,0:1
Dela Pena Alfred,Dey Jeremy,4:3,2:0
Luu Finn,Dixon Xavier,3:4,0:1
Lee Yonghun,Shu Dean,4:2,1:0
Dela Pena Alfred,Yan Xin,1:4,0:3
Lum Nicholas,Belrose Ocean,4:1,1:0
Lum Nicholas,Lee Yonghun,4:1,1:0
Dixon Xavier,Yan Xin,3:4,0:1
Lum Nicholas,Yan Xin,4:1,1:0
Belrose Ocean,Pepa Inoke,3:0,1:0
Dey Jeremy,Carlot Brendan,3:0,1:0
Belrose Ocean,Dey Jeremy,3:0,4:0
Pepa Inoke,Carlot Brendan,3:2,1:0
Belrose Ocean,Carlot Brendan,3:0,1:0
Dey Jeremy,Pepa Inoke,3:0,1:0
Lee Yonghun,Loi David,2:0,1:0
Dixon Xavier,Chauhan Jai,3:0,1:0
Lum Nicholas,Kariko Jackson,3:0,1:0
Dela Pena Alfred,Perrot Adrien,3:0,1:0
Luu Finn,Nuopula Gary,3:0,1:0
Shu Dean,Lafortune Heimanarii,3:0,1:0
Soh Adrian,Kouto Selwyn,3:0,2:0
Amor Kelsey,Shing Daiki,3:0,1:0
Lum Nicholas,Zhang Bei Yan,3:0,1:0
Wu Vicky,Kau-Tai Teikimeiteaki,1:3,0:1
Loi Geoffrey,Cocker Salesi,3:0,1:0
Lulu Ham,Yee Joshua,3:1,1:0
Lee Yonghun,Soh Adrian,3:0,1:0
Dixon Xavier,Amor Kelsey,3:0,1:0
Zhang Bei Yan,Kariko Jackson,3:0,1:0
Dela Pena Alfred,Wu Vicky,3:0,1:0
Luu Finn,Loi Geoffrey,3:0,1:0
Shu Dean,Lulu Ham,3:0,2:0
Loi David,Kouto Selwyn,3:0,1:0
Chauhan Jai,Shing Daiki,3:0,1:0
Yan Xin,Carnet Bydhir,3:0,2:0
Perrot Adrien,Kau-Tai Teikimeiteaki,3:2,1:0
Nuopula Gary,Cocker Salesi,3:0,1:0
Lafortune Heimanarii,Yee Joshua,3:1,1:0
Lee Yonghun,Kouto Selwyn,3:0,1:0
Dixon Xavier,Shing Daiki,3:0,1:0
Yan Xin,Sepa Gasika,3:0,1:0
Dela Pena Alfred,Kau-Tai Teikimeiteaki,3:1,1:0
Luu Finn,Cocker Salesi,3:1,1:0
Shu Dean,Yee Joshua,3:0,1:0
Soh Adrian,Loi David,3:0,1:0
Wu Vicky,Belrose Ocean,1:4,0:1
Amor Kelsey,Chauhan Jai,3:0,1:0
Sepa Gasika,Carnet Bydhir,0:3,0:1
Wu Vicky,Perrot Adrien,3:0,2:0
Loi Geoffrey,Nuopula Gary,3:0,2:0
Lulu Ham,Lafortune Heimanarii,1:3,0:1
Lum Nicholas,Amor Kelsey,4:0,1:0
Luu Finn,Soh Adrian,4:0,2:0
Carnet Bydhir,Shu Dean,0:4,0:3
Lafortune Heimanarii,Yan Xin,0:4,0:1
Lee Yonghun,Loi Geoffrey,4:1,1:0
Zhang Bei Yan,Dixon Xavier,0:4,0:1
Dela Pena Alfred,Dey Jeremy,4:3,2:0
Luu Finn,Dixon Xavier,3:4,0:1
Lee Yonghun,Shu Dean,4:2,1:0
Dela Pena Alfred,Yan Xin,1:4,0:3
Lum Nicholas,Belrose Ocean,4:1,1:0
Lum Nicholas,Lee Yonghun,4:1,1:0
Dixon Xavier,Yan Xin,3:4,0:1
Lum Nicholas,Yan Xin,4:1,1:0
Gainza Alvaro,Kodjabashev Denislav,0:3,0:1
Zhou Kai,Cantero Jesus,3:0,1:0
Gombos Ludovic,Baek Kwangil,1:3,0:1
Park Chan-Hyeok,Park Ganghyeon,0:3,0:1
Tahara Shogo,Yiangou Marios,3:1,1:0
Grela Artur,Ruiz Francisco Miguel,3:0,2:0
Vafaei Mohammad Pouya,Gutierrez Marc,2:3,0:1
Gao Yang,Matsuyama Yuki,2:3,0:1
Petkov Vladimir,Velichkov Yoan,0:3,0:1
Liang Yanning,Park Gyeongtae,1:3,0:1
Konstantinopoulos Giorgos,Niu Guankai,0:3,0:1
Perez Juan,Ursu Vladislav,1:3,0:3
Quan Kaiyuan,Mutti Matteo,1:3,0:1
Riniotis Anastasios,Sai Linwei,0:3,0:1
Lillo Alberto,Ren Hao,3:2,1:0
Yan Sheng,Liu Yebo,1:3,0:1
De Las Heras Rafael,Konstantinopoulos Konstantinos,1:3,0:1
Tan Lucas,Tahara Shogo,1:3,0:1
Neumann Layan,Gutierrez Marc,1:3,0:1
Ursu Vladislav,Ayuso Angel,3:1,1:0
Mutti Matteo,Cao Wei,0:3,0:1
Kodjabashev Denislav,Huang Yu-Jen,3:2,1:0
Grela Artur,Vilardell Albert,3:1,1:0
Beh Kun Ting,Park Ganghyeon,0:3,0:1
Hardmeier Elias,Baek Kwangil,1:3,0:1
Velichkov Yoan,Bourrassaud Florian,1:3,0:1
Putuntica Andrei,Park Gyeongtae,3:0,1:0
Niu Guankai,Matsuyama Yuki,1:3,0:1
Zhou Kai,Kholikov Elmurod,3:0,1:0
Woo Hyeonggyu,Sai Linwei,1:3,0:1
Lillo Alberto,Landrieu Andrea,0:3,0:1
Nunez Miguel,Konstantinopoulos Konstantinos,0:3,0:1
Liu Yebo,Osiro Pedro,3:1,1:0
Groth Jonathan,Redzimski Milosz,4:1,1:0
Ursu Vladislav,Kang Dongsoo,4:2,1:0
Park Ganghyeon,Kodjabashev Denislav,3:1,1:0
Park Ganghyeon,Liu Yebo,4:1,1:0
Baek Kwangil,Zhou Kai,0:3,0:1
Levajac Dimitrije,Cao Wei,2:4,0:1
Sai Linwei,Landrieu Andrea,3:0,2:0
Szocs Hunor,Szudi Adam,1:4,3:2
Konstantinopoulos Konstantinos,Liu Yebo,0:3,0:1
Devos Laurens,Akkuzu Can,0:4,0:1
Putuntica Andrei,Bourrassaud Florian,3:0,1:0
Bardet Lilian,Sgouropoulos Ioannis,4:3,3:2
Matsuyama Yuki,Cao Wei,3:2,1:1
Putuntica Andrei,Kenjaev Zokhid,2:4,0:1
Tahara Shogo,Grela Artur,3:0,1:0
Krastev Petyo,Choi Inhyeok,2:4,0:1
Gutierrez Marc,Ursu Vladislav,0:3,0:2
Xu Haidong,Zhou Kai,1:4,0:1
Piccolin Jordy,Oehme Benno,1:4,0:1
Puppo Andrea,Suravajjula Snehit,3:4,0:1
Chen Chien-An,Chandra Jeet,4:1,1:0
Bourrassaud Florian,Rembert Bastien,1:4,0:1
Meissner Cedric,Rolland Jules,2:4,0:4
Kulczycki Samuel,Zhou Qihao,1:4,0:2
Stoyanov Niagol,Istrate Andrei,1:4,0:1
De Nodrest Leo,Lind Anders,3:4,1:1
Bobocica Mihai,Zhmudenko Yaroslav,1:4,1:2
Alexandrov Teodor,Pang Yew En Koen,0:4,0:1
Oehme Benno,Suravajjula Snehit,4:1,1:0
Chew Zhe Yu Clarence,Chirita Iulian,4:2,1:0
Chen Chien-An,Rembert Bastien,4:1,1:0
Caballero Carlos,Cho Seungmin,1:4,0:2
Szudi Adam,Cao Wei,2:4,0:1
Dorr Esteban,Oyebode John,4:0,1:0
Mutti Leonardo,Zhou Qihao,1:4,0:3
Chua Josh Shao Han,Majoros Bence,0:4,0:2
Chew Zhe Yu Clarence,Sai Linwei,3:4,0:1
Shah Manush Utpalbhai,Scharrer Mauro,4:1,1:0
Dorr Esteban,Majoros Bence,1:4,1:1
Quek Izaac,Lambiet Florent,3:4,0:1
Kenjaev Zokhid,Pang Yew En Koen,1:4,0:1
Ionescu Eduard,Tahara Shogo,0:4,0:1
Shah Manush Utpalbhai,Zhmudenko Yaroslav,2:4,0:1
Sai Linwei,Matsuyama Yuki,4:0,1:0
Park Ganghyeon,Cho Seungmin,2:4,3:3
Desai Harmeet,Hippler Tobias,4:2,3:0
Desai Harmeet,Choi Inhyeok,4:3,1:0
Movileanu Darius,Sipos Rares,4:2,1:0
Istrate Andrei,Lind Anders,1:4,0:1
Stumper Kay,Kenzhigulov Aidos,4:2,1:0
Mutti Leonardo,Pryshchepa Ievgen,4:3,1:1
Groth Jonathan,Tahara Shogo,4:1,1:0
Cao Wei,Ursu Vladislav,4:2,1:0
Zhou Kai,Oehme Benno,4:0,1:0
Chen Chien-An,Akkuzu Can,0:4,2:1
Desai Harmeet,Zhou Qihao,0:4,0:1
Sai Linwei,Majoros Bence,4:1,1:0
Zhmudenko Yaroslav,Cho Seungmin,2:4,0:1
Lind Anders,Pang Yew En Koen,4:0,1:0
Groth Jonathan,Lambiet Florent,4:0,3:0
Stumper Kay,Zhou Kai,0:4,0:1
Bardet Lilian,Akkuzu Can,3:4,0:1
Rolland Jules,Ursu Vladislav,3:4,1:1
Tahara Shogo,Movileanu Darius,4:0,1:0
Groth Jonathan,Cao Wei,3:4,0:1
Zhou Kai,Akkuzu Can,4:1,1:0
Lind Anders,Sai Linwei,4:2,1:0
Quan Kaiyuan,Huang Yu-Jen,3:2,2:0
Almutairi Turki,Arpas Samuel,1:3,0:1
Ren Hao,Kostal Daniel,3:0,1:0
Gombos Ludovic,Landrieu Andrea,0:3,0:1
Sai Linwei,Obeslo Michal,3:0,1:0
Park Chan-Hyeok,Dillon Adrian,3:0,1:0
Kaucky Jakub,Sip Martin,3:2,1:0
Baek Kwangil,Liu Yebo,1:3,0:1
Amiri Nia Soroosh,Koldas Tomas,3:2,1:0
Putuntica Andrei,Soderlund Hampus,3:2,1:0
Neumann Layan,Skala Radek,2:3,0:1
Mutti Leonardo,Gao Yang,1:3,0:1
Klajber Adam,Quan Kaiyuan,0:3,0:1
Beh Kun Ting,Alshareif Khalid,3:0,1:0
Ly Edward,Ranefur Elias,2:3,0:1
Turrini Rafael,Zhou Kai,0:3,0:1
Kases Andre Pierre,Bardet Lilian,1:3,0:1
Mutti Matteo,Yoshimura Maharu,2:3,0:1
Quan Kaiyuan,Yoshimura Maharu,2:3,0:1
Park Chan-Hyeok,Zelinka Jakub,3:1,1:0
Gao Yang,Ranefur Elias,3:2,1:0
Yan Sheng,Cao Wei,1:3,0:1
Zhou Kai,Bardet Lilian,3:2,1:0
Park Gyeongtae,Haug Borgar,0:3,0:1
Beh Kun Ting,Park Chan-Hyeok,1:3,0:1
Moravek Radim,Park Ganghyeon,0:3,0:1
Onderka Frantisek,Mladenovic Luka,2:3,0:1
Rossi Carlo,Ren Hao,0:3,0:1
Ren Hao,Cao Wei,2:3,0:1
Kenzhigulov Aidos,Landrieu Andrea,2:3,0:1
Landrieu Andrea,Haug Borgar,3:2,1:0
Tanigaki Yuma,Bu Shulaybi Abdulaziz,3:1,1:0
Tan Lucas,Sai Linwei,0:3,0:1
Tan Lucas,Teodoro Guilherme,3:2,2:0
Ishida Carlos,Skala Radek,3:1,1:0
Kurmangaliyev Alan,Onderka Frantisek,0:3,0:1
Lind Anders,Liang Yanning,1:3,0:1
Liang Yanning,Delincak Filip,3:1,1:0
Dorr Esteban,Hribar Peter,3:0,2:0
Lind Anders,Arpas Samuel,3:1,1:0
Park Ganghyeon,Tanigaki Yuma,3:0,1:0
Putuntica Andrei,Mladenovic Luka,2:3,1:1
Redzimski Milosz,Matsuyama Yuki,3:2,1:0
Sai Linwei,Kenjaev Zokhid,3:0,1:0
Devos Laurens,Glod Eric,3:0,1:0
Dorr Esteban,Niu Guankai,3:1,1:0
Bourrassaud Florian,Woo Hyeonggyu,0:3,0:1
Otahal Borek,Hribar Peter,0:3,0:1
Grela Artur,Piccolin Jordy,1:3,1:1
Skala Radek,Pinto Daniele,3:1,1:0
Redzimski Milosz,Kaucky Jakub,3:1,1:0
Kholikov Elmurod,Ishida Carlos,0:3,0:1
Devos Laurens,Abdel-Aziz Youssef,3:0,4:0
Matsuyama Yuki,Martinko Tomas,3:0,1:0
Liu Yebo,Piccolin Jordy,0:3,0:1
Fernandez Carlos,Bourrassaud Florian,2:3,0:1
Amiri Nia Soroosh,Glod Eric,0:3,0:1
Woo Hyeonggyu,Chua Josh Shao Han,3:2,1:0
Osiro Pedro,Grela Artur,0:3,0:2
Yoshimura Maharu,Gao Yang,3:0,1:0
Landrieu Andrea,Sai Linwei,1:3,0:2
Dorr Esteban,Ishida Carlos,3:1,1:0
Woo Hyeonggyu,Piccolin Jordy,3:0,1:0
Zhou Kai,Park Chan-Hyeok,1:3,0:1
Cao Wei,Park Ganghyeon,2:3,0:1
Liang Yanning,Mladenovic Luka,0:3,0:1
Redzimski Milosz,Devos Laurens,1:3,0:1
Mladenovic Luka,Cho Seungmin,1:4,0:2
Ishiy Vitor,Devos Laurens,4:2,1:0
Shetty Sanil,Polansky Tomas,2:4,1:2
Sai Linwei,Quek Izaac,4:1,1:0
Kolodziejczyk Maciej,Kang Dongsoo,0:4,0:1
Yoshimura Kazuhiro,Kulczycki Samuel,1:4,0:1
Desai Harmeet,Rolland Jules,4:2,1:1
Yoshiyama Ryoichi,Bobocica Mihai,2:4,0:1
Cao Wei,Zhou Qihao,1:4,0:1
Meng Fanbo,Lakatos Tamas,4:2,1:0
Kubik Maciej,Xu Haidong,3:4,0:1
Bouloussa Mehdi,Zhmudenko Yaroslav,1:4,0:1
Suravajjula Snehit,Reitspies David,1:4,0:1
Kim Taehyun,Chen Alexander,4:0,1:0
Ecseki Nandor,Jin Takuya,4:2,1:0
Valenta Jan,Stumper Kay,1:4,0:2
Levenko Andreas,Wang Yang,2:4,0:2
Gardos Robert,Sirucek Pavel,4:2,2:0
Kozul Deni,Pistej Lubomir,3:4,0:1
Dorr Esteban,Mengel Steffen,0:4,0:1
Bobocica Mihai,Zhou Qihao,1:4,0:2
Habesohn Daniel,Woo Hyeonggyu,4:3,1:0
Park Chan-Hyeok,Polansky Tomas,4:3,1:0
Majoros Bence,Dorr Esteban,3:4,1:1
Serdaroglu David,Choi Inhyeok,1:4,0:1
Gardos Robert,Martinko Jiri,4:1,1:0
Szudi Adam,Cho Seungmin,1:4,0:2
Kozul Deni,Levajac Dimitrije,4:0,1:0
Yoshimura Maharu,Pang Yew En Koen,4:2,1:0
Stoyanov Niagol,Serdaroglu David,1:4,0:1
Mengel Steffen,Shouman Mohamed,4:2,1:0
Park Chan-Hyeok,Hwang Minha,4:0,1:0
Pistej Lubomir,Chen Chien-An,4:1,2:1
Quan Kaiyuan,Huang Yu-Jen,3:2,2:0
Almutairi Turki,Arpas Samuel,1:3,0:1
Ren Hao,Kostal Daniel,3:0,1:0
Gombos Ludovic,Landrieu Andrea,0:3,0:1
Sai Linwei,Obeslo Michal,3:0,1:0
Park Chan-Hyeok,Dillon Adrian,3:0,1:0
Kaucky Jakub,Sip Martin,3:2,1:0
Baek Kwangil,Liu Yebo,1:3,0:1
Amiri Nia Soroosh,Koldas Tomas,3:2,1:0
Putuntica Andrei,Soderlund Hampus,3:2,1:0
Neumann Layan,Skala Radek,2:3,0:1
Mutti Leonardo,Gao Yang,1:3,0:1
Klajber Adam,Quan Kaiyuan,0:3,0:1
Beh Kun Ting,Alshareif Khalid,3:0,1:0
Ly Edward,Ranefur Elias,2:3,0:1
Turrini Rafael,Zhou Kai,0:3,0:1
Kases Andre Pierre,Bardet Lilian,1:3,0:1
Mutti Matteo,Yoshimura Maharu,2:3,0:1
Quan Kaiyuan,Yoshimura Maharu,2:3,0:1
Park Chan-Hyeok,Zelinka Jakub,3:1,1:0
Gao Yang,Ranefur Elias,3:2,1:0
Yan Sheng,Cao Wei,1:3,0:1
Zhou Kai,Bardet Lilian,3:2,1:0
Park Gyeongtae,Haug Borgar,0:3,0:1
Beh Kun Ting,Park Chan-Hyeok,1:3,0:1
Moravek Radim,Park Ganghyeon,0:3,0:1
Onderka Frantisek,Mladenovic Luka,2:3,0:1
Rossi Carlo,Ren Hao,0:3,0:1
Ren Hao,Cao Wei,2:3,0:1
Kenzhigulov Aidos,Landrieu Andrea,2:3,0:1
Landrieu Andrea,Haug Borgar,3:2,1:0
Tanigaki Yuma,Bu Shulaybi Abdulaziz,3:1,1:0
Tan Lucas,Sai Linwei,0:3,0:1
Tan Lucas,Teodoro Guilherme,3:2,2:0
Ishida Carlos,Skala Radek,3:1,1:0
Kurmangaliyev Alan,Onderka Frantisek,0:3,0:1
Lind Anders,Liang Yanning,1:3,0:1
Liang Yanning,Delincak Filip,3:1,1:0
Dorr Esteban,Hribar Peter,3:0,2:0
Lind Anders,Arpas Samuel,3:1,1:0
Park Ganghyeon,Tanigaki Yuma,3:0,1:0
Putuntica Andrei,Mladenovic Luka,2:3,1:1
Redzimski Milosz,Matsuyama Yuki,3:2,1:0
Sai Linwei,Kenjaev Zokhid,3:0,1:0
Devos Laurens,Glod Eric,3:0,1:0
Dorr Esteban,Niu Guankai,3:1,1:0
Bourrassaud Florian,Woo Hyeonggyu,0:3,0:1
Otahal Borek,Hribar Peter,0:3,0:1
Grela Artur,Piccolin Jordy,1:3,1:1
Skala Radek,Pinto Daniele,3:1,1:0
Redzimski Milosz,Kaucky Jakub,3:1,1:0
Kholikov Elmurod,Ishida Carlos,0:3,0:1
Devos Laurens,Abdel-Aziz Youssef,3:0,4:0
Matsuyama Yuki,Martinko Tomas,3:0,1:0
Liu Yebo,Piccolin Jordy,0:3,0:1
Fernandez Carlos,Bourrassaud Florian,2:3,0:1
Amiri Nia Soroosh,Glod Eric,0:3,0:1
Woo Hyeonggyu,Chua Josh Shao Han,3:2,1:0
Osiro Pedro,Grela Artur,0:3,0:2
Yoshimura Maharu,Gao Yang,3:0,1:0
Landrieu Andrea,Sai Linwei,1:3,0:2
Dorr Esteban,Ishida Carlos,3:1,1:0
Woo Hyeonggyu,Piccolin Jordy,3:0,1:0
Zhou Kai,Park Chan-Hyeok,1:3,0:1
Cao Wei,Park Ganghyeon,2:3,0:1
Liang Yanning,Mladenovic Luka,0:3,0:1
Redzimski Milosz,Devos Laurens,1:3,0:1
Mladenovic Luka,Cho Seungmin,1:4,0:2
Ishiy Vitor,Devos Laurens,4:2,1:0
Shetty Sanil,Polansky Tomas,2:4,1:2
Sai Linwei,Quek Izaac,4:1,1:0
Kolodziejczyk Maciej,Kang Dongsoo,0:4,0:1
Yoshimura Kazuhiro,Kulczycki Samuel,1:4,0:1
Desai Harmeet,Rolland Jules,4:2,1:1
Yoshiyama Ryoichi,Bobocica Mihai,2:4,0:1
Cao Wei,Zhou Qihao,1:4,0:1
Meng Fanbo,Lakatos Tamas,4:2,1:0
Kubik Maciej,Xu Haidong,3:4,0:1
Bouloussa Mehdi,Zhmudenko Yaroslav,1:4,0:1
Suravajjula Snehit,Reitspies David,1:4,0:1
Kim Taehyun,Chen Alexander,4:0,1:0
Ecseki Nandor,Jin Takuya,4:2,1:0
Valenta Jan,Stumper Kay,1:4,0:2
Levenko Andreas,Wang Yang,2:4,0:2
Gardos Robert,Sirucek Pavel,4:2,2:0
Kozul Deni,Pistej Lubomir,3:4,0:1
Dorr Esteban,Mengel Steffen,0:4,0:1
Bobocica Mihai,Zhou Qihao,1:4,0:2
Habesohn Daniel,Woo Hyeonggyu,4:3,1:0
Park Chan-Hyeok,Polansky Tomas,4:3,1:0
Majoros Bence,Dorr Esteban,3:4,1:1
Serdaroglu David,Choi Inhyeok,1:4,0:1
Gardos Robert,Martinko Jiri,4:1,1:0
Szudi Adam,Cho Seungmin,1:4,0:2
Kozul Deni,Levajac Dimitrije,4:0,1:0
Yoshimura Maharu,Pang Yew En Koen,4:2,1:0
Stoyanov Niagol,Serdaroglu David,1:4,0:1
Mengel Steffen,Shouman Mohamed,4:2,1:0
Park Chan-Hyeok,Hwang Minha,4:0,1:0
Pistej Lubomir,Chen Chien-An,4:1,2:1
Polansky Tomas,Moullet Barish,3:0,1:0
Polansky Tomas,Haug Borgar,2:3,0:1
Haug Borgar,Moullet Barish,1:3,1:1
Lambiet Florent,Yiangou Marios,3:0,1:0
Allegro Martin,Limonov Anton,3:0,1:0
Pistej Lubomir,Lambiet Florent,1:3,1:1
Allegro Martin,Karakasevic Aleksandar,3:0,1:0
Konstantinopoulos Konstantinos,Yiangou Marios,0:3,0:2
Karakasevic Aleksandar,Limonov Anton,3:1,1:0
Pistej Lubomir,Yiangou Marios,1:3,1:1
Nuytinck Cedric,Berzosa Daniel,3:0,1:0
Lambiet Florent,Konstantinopoulos Konstantinos,3:0,3:0
Nuytinck Cedric,Rasmussen Tobias,3:0,1:0
Kulczycki Samuel,Libene Toomas,3:0,1:0
Rasmussen Tobias,Berzosa Daniel,3:1,1:0
Andras Csaba,Zeimys Kestutis,3:1,1:0
Walker Samuel,Jevtovic Marko,3:1,2:0
Kulczycki Samuel,Andras Csaba,0:3,4:6
Walker Samuel,Yigenler Abdullah,3:0,1:0
Libene Toomas,Zeimys Kestutis,0:3,0:1
Yigenler Abdullah,Jevtovic Marko,1:3,0:1
Kulczycki Samuel,Zeimys Kestutis,3:0,1:0
Kubik Maciej,Stoll Loic,3:1,1:0
Andras Csaba,Libene Toomas,3:0,1:0
Kubik Maciej,Hribar Peter,1:3,2:1
Serdaroglu David,Alexandrov Teodor,2:3,0:1
Hribar Peter,Stoll Loic,1:3,0:1
Martinko Jiri,Karabaxhak Fatih,3:0,1:0
Stoyanov Niagol,Masip Joan,3:1,2:0
Serdaroglu David,Martinko Jiri,0:3,0:1
Stoyanov Niagol,Gunduz Ibrahim,2:3,2:1
Alexandrov Teodor,Karabaxhak Fatih,3:0,1:0
Gunduz Ibrahim,Masip Joan,2:3,1:1
Serdaroglu David,Karabaxhak Fatih,3:0,1:0
Jarvis Tom,Putuntica Andrei,3:2,3:2
Martinko Jiri,Alexandrov Teodor,3:0,1:0
Jarvis Tom,Glod Eric,3:0,1:0
Szudi Adam,Reitspies David,1:3,6:5
Glod Eric,Putuntica Andrei,1:3,0:1
Naumi Alex,Giardi Federico,3:0,2:0
Sipos Rares,Stamatouros Georgios,3:2,1:0
Szudi Adam,Naumi Alex,3:2,3:0
Sipos Rares,Klajber Adam,3:0,1:0
Reitspies David,Giardi Federico,3:0,1:0
Klajber Adam,Stamatouros Georgios,1:3,0:1
Szudi Adam,Giardi Federico,3:0,1:0
Levenko Andreas,Yilmaz Tugay,3:0,1:0
Naumi Alex,Reitspies David,1:3,0:1
Levenko Andreas,Peto Zsolt,3:2,1:2
Chen Alexander,Reinholds Arturs,3:0,1:0
Peto Zsolt,Yilmaz Tugay,3:0,1:0
Piccolin Jordy,Radovic Filip,3:0,1:0
Rassenfosse Adrien,Cvetko Tilen,3:0,1:1
Chen Alexander,Piccolin Jordy,0:3,0:1
Rassenfosse Adrien,Israeli Tal,3:0,2:1
Reinholds Arturs,Radovic Filip,1:3,1:2
Israeli Tal,Cvetko Tilen,2:3,0:1
Chen Alexander,Radovic Filip,3:2,1:0
Pryshchepa Ievgen,Konstantinopoulos Giorgos,3:2,1:0
Piccolin Jordy,Reinholds Arturs,3:0,1:0
Pryshchepa Ievgen,Caballero Carlos,3:2,1:0
Sirucek Pavel,Krastev Petyo,3:0,2:0
Caballero Carlos,Konstantinopoulos Giorgos,1:3,0:1
Zhmudenko Yaroslav,Smirnov Aleksandr,3:1,1:0
Majoros Bence,Grebeniuk Andrii,3:0,1:0
Sirucek Pavel,Zhmudenko Yaroslav,0:3,1:1
Majoros Bence,Zelinka Jakub,3:1,1:0
Krastev Petyo,Smirnov Aleksandr,3:0,1:1
Zelinka Jakub,Grebeniuk Andrii,3:0,1:0
Sirucek Pavel,Smirnov Aleksandr,3:2,1:0
Movileanu Darius,Tauber Michael,3:2,1:0
Zhmudenko Yaroslav,Krastev Petyo,3:0,1:0
Movileanu Darius,Lind Anders,0:3,0:1
Sgouropoulos Ioannis,Mladenovski Filip,3:0,1:0
Lind Anders,Tauber Michael,3:0,1:0
Ionescu Eduard,Mongiusti Mattias,3:1,1:0
Bobocica Mihai,Kogans Daniels,3:0,1:0
Sgouropoulos Ioannis,Ionescu Eduard,3:1,1:0
Redzimski Milosz,Froseth Martin,3:0,1:0
Mladenovski Filip,Mongiusti Mattias,1:3,0:1
Bobocica Mihai,Redzimski Milosz,1:3,0:1
Sgouropoulos Ioannis,Mongiusti Mattias,3:0,1:0
Kogans Daniels,Froseth Martin,0:3,0:1
Ionescu Eduard,Mladenovski Filip,3:0,1:0
Bobocica Mihai,Froseth Martin,3:1,1:0
Chirita Iulian,Gutic Edin,3:0,1:0
Redzimski Milosz,Kogans Daniels,3:0,1:0
Kojic Frane,Ursu Vladislav,0:3,0:1
Kozul Deni,Andersen Martin Buch,3:1,1:0
Chirita Iulian,Kojic Frane,2:3,0:1
Mladenovic Luka,Nielsen Ivik,3:0,1:0
Gutic Edin,Ursu Vladislav,0:3,0:1
Andersen Martin Buch,Nielsen Ivik,3:0,1:0
Chirita Iulian,Ursu Vladislav,2:3,0:1
